uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
hhkvje12,5757563,Dwight Little,0,-0.6,3.4,4.6,3.4,Samuel Dalton,wpqorn73
mdfjug36,8236583,Christopher Burk,0,-0.5,2.5,4.6,4.9,Jeanette Lindley,mmxgfl83
ldjsto72,4486226,Melisa Torres,0,0.6,-1.1,3,3.4,Dawn Curtin,sweucq96
xnlkxf39,8428926,Suzy Donohue,0,1,2.7,3.9,0.5,Jeanette Lindley,mmxgfl83
lgjltp91,9849252,Gerald Robles,0,-2.5,-3.3,-3.3,-4.8,Jeanne Mason,cnotli32
bhscqd90,1661105,Fred Baldwin,0,-1.6,-0.1,4.1,3.7,Jeanette Lindley,mmxgfl83
hkhitx22,5115679,Doris Roddy,0,-1.2,2.7,3.7,4.2,Dawn Curtin,sweucq96
uhanbw25,1856690,Shirley Fidler,0,-0.6,3.6,1.4,3,Basia Murton,bm8567
fpwfpp15,5584964,Francisca Meyers,0,-1.1,1,2.3,2.2,Paul Prince,wndznn45
najtqw37,8625870,Alyson Christian,1,-2.9,-2.4,-0.3,0.4,Marie Roberts,vnxici28
eebyqk71,3406946,Lillian Larosa,0,0,3.5,4.6,-2.9,Patricia Jackson,hfyvek38
prowkg20,1885402,Christopher Griffith,0,1.4,2.8,4.5,2.9,Jeanette Lindley,mmxgfl83
kgnbzo72,8720584,Tony Hitchcock,1,-0.7,3.6,2.8,2.5,Jeanette Lindley,mmxgfl83
zqswsk73,8669728,Jeffrey Cheatam,1,0.8,4.2,4.5,1.1,Michelle Cuellar,oqgnwy64
siazsn38,8501849,Shirley Stone,0,1.5,3.4,2.9,-0.6,Michelle Cuellar,oqgnwy64
fmqjuf95,8180233,Howard Johnson,1,0.2,1.6,4,3.4,Luis Yoxall,flgkpr62
ixqcjw11,1910396,Prudence Smith,1,0.3,3.7,2.8,-4.9,Irene Feldman,ekhymj67
jnwdtl27,6593951,George Taylor,0,-2.5,0.8,4.5,3.1,Paul Prince,wndznn45
qgpbok09,6840019,Duncan Scott,0,-0.2,2.2,3.5,0.2,Dawn Curtin,sweucq96
sbyxea02,9790876,Louise Smith,1,2.7,2.2,4.4,2.1,Kenyatta Berrios,ysftax93
nnmuta73,8854441,Gertrude Cunningham,0,1.1,3.2,3.9,0.8,Marie Roberts,vnxici28
ciygfj27,7834038,Susan Wang,1,-0.6,4.7,4.6,1.7,Luis Yoxall,flgkpr62
deedwa62,9912157,Antonio Milligan,0,0.8,4,3.8,4,Dawn Curtin,sweucq96
rsdjfq88,1026250,Gloria Pope,0,-5,-1.9,-5,4.4,Jeanette Lindley,mmxgfl83
xvccln82,5553118,David Matherne,0,1.1,-0.2,3.2,4.3,Marie Roberts,vnxici28
yyzxef32,9099891,Marlena Handy,1,-0.6,4.2,4.7,-1.5,Jeanne Mason,cnotli32
whuppw82,9536790,Michael Gonzalez,0,-1.5,4.4,4.5,1.6,Irene Feldman,ekhymj67
eszblj71,3179071,William Cook,1,-1.3,1.8,3.2,-4.1,Basia Murton,bm8567
uzphqm80,0248865,Joanne Brooks,0,0.8,4.8,3.8,3.6,Luis Yoxall,flgkpr62
uqfhup14,0686674,Dante Cross,1,-1.9,2.5,4.5,1.5,Jeanne Mason,cnotli32
aobyxc12,4398633,Linda Coffey,0,0.7,1.7,3.7,4,Luis Yoxall,flgkpr62
nuoezj88,8146061,Michael Mckenzie,1,-99,-99,-99,-99,Jeanette Lindley,mmxgfl83
tmadxh91,9344621,Brandon Cowan,0,1.4,3.2,4.2,3.1,Emily Santos-Bacca,esb99
mvyvpf01,7817421,Melanie Reilly,0,2.1,3.1,3.8,1,Fred Johnson,fj123
xcjtuz97,8031665,Willie Zimmerman,1,-0.5,1.1,3.8,3.5,Michelle Cuellar,oqgnwy64
fleifc62,0717445,Sandy Jones,0,-0.4,2.5,2.5,-4.9,Samuel Dalton,wpqorn73
rgozll28,1398259,Gregory Santiago,0,1.6,2.8,1.5,4.4,Patricia Jackson,hfyvek38
hzxezu14,5008491,Sarah Kiewiet,0,0.8,0.2,1.4,0.1,Paul Prince,wndznn45
qiwplb66,1277504,Lisa Giebner,1,-0.2,-1.4,-1.2,4.6,Marie Roberts,vnxici28
elqlsq48,4499356,Megan Gotto,0,-5,0,-99,4.7,Anne Hernandez,ssujpa10
dpkjcb97,7172310,Mary Cohen,0,-0.4,1.4,2.3,3.4,Anne Hernandez,ssujpa10
iuzdmu15,3629738,Christopher Choi,0,-0.6,-0.9,4.4,3.9,Paul Prince,wndznn45
fzqqeb28,3742098,Norma Landon,0,-3.4,2,3.1,2.7,Emily Santos-Bacca,esb99
beifjf17,3718830,Brian Triggs,0,-2,-0.8,0.9,-1,Jeanne Mason,cnotli32
kbhmde28,1874582,Kathryn Kuennen,0,-3,2.3,2.7,3.2,Jeanne Mason,cnotli32
yceicm85,2337432,Dana Garcia,0,-0.6,3.6,3.8,2.3,Samuel Dalton,wpqorn73
qyzhsz65,2374619,Judy Saunders,0,-0.4,0.5,5,2.7,Basia Murton,bm8567
zysujf21,3716490,Rosemarie Griffith,1,-0.2,4,1.6,1.7,Luis Yoxall,flgkpr62
vtzudd40,7587031,Jeremy Fain,0,-0.4,0.9,2.3,3.4,Paul Prince,wndznn45
abauyj16,7268173,Esther Purcell,0,-0.2,1.6,1.2,0.2,Patricia Jackson,hfyvek38
htvbyp24,4783304,Carrie Horn,0,2.3,4.1,4.4,2.4,Jeanne Mason,cnotli32
snbxtl20,7824832,Christina Mckeon,1,-2.2,1.4,1.6,0.3,Fred Johnson,fj123
vbhisv31,4428609,Jennie Swisher,0,-5,-5,-5,-99,Marie Roberts,vnxici28
hnkvfz05,3107301,Derrick Mccollum,1,-0.3,1.7,3.6,3.9,Patricia Jackson,hfyvek38
axrwmi65,7016654,Glenn Mims,0,0.3,1.8,3.2,3,Patricia Jackson,hfyvek38
pgzspg76,3246175,Jacob Kozma,0,1.6,2.7,3.8,4.5,Marie Roberts,vnxici28
qcnobf01,9093164,Annette Schneider,0,0,5,-99,5,Kenyatta Berrios,ysftax93
tryykd80,4597490,Shirley Estes,0,-1.3,2.6,2.7,4.3,Irene Feldman,ekhymj67
zhnvjm14,9211666,Jessie Harris,0,2.4,2.8,4.7,0.5,Emily Santos-Bacca,esb99
qvswng61,7569722,Donald Boyd,0,-1.2,2,3.3,0.5,Jeanne Mason,cnotli32
zfjlrh31,9235427,Daisy Aaron,1,0.1,4.1,3.1,4.1,Jeanette Lindley,mmxgfl83
eizxqz37,0439504,Tracy Paul,0,-2.4,1.9,4.8,2.1,Paul Prince,wndznn45
hwosup67,2106556,James Zurawski,0,-1.3,2.7,1.8,4,Basia Murton,bm8567
dqtlxf24,5236755,Dwayne Wisniewski,1,1.9,5,3.8,3.8,Basia Murton,bm8567
jjzsly75,2968994,Martin Rosario,1,-4.5,-1,-5,-0.5,Paul Prince,wndznn45
ozrvuc59,4641471,Bette Arostegui,0,-0.2,3.8,3.9,3.6,Luis Yoxall,flgkpr62
gymolu35,4418015,Elizabeth Edwards,1,-0.4,4.5,4.6,4.1,Basia Murton,bm8567
wklnuf86,0681663,Louis Jones,0,-1.3,5,3.9,4.4,Fred Johnson,fj123
xogree04,7479155,Alicia Lao,0,0.9,4.2,3.4,3,Basia Murton,bm8567
vkbrgx42,1301365,Irwin Rutledge,0,2.2,5,4.9,3.7,Marie Roberts,vnxici28
zbrtxe07,3642182,Doris Dilbeck,1,-1.3,2.2,2.4,-2.1,Irene Feldman,ekhymj67
ijggfc30,2761586,Veronica Gilchrist,0,-0.9,2.2,1.9,3.6,Marie Roberts,vnxici28
plvckx42,4988959,Donald Swan,0,1.1,2.5,1.9,1.5,Jeanette Lindley,mmxgfl83
vsqbwm31,3948726,Kathy Smith,0,0.6,4.3,1.5,3.8,Fred Johnson,fj123
xhefkr89,3795301,Alvin Hamilton,0,-2.5,-2.5,-5,-1,Jeanette Lindley,mmxgfl83
dtedpb77,5956356,Johnnie Kemp,0,1.4,4.6,4.1,2.2,Jeanette Lindley,mmxgfl83
osghhk93,7910728,Gary Smith,1,-5,-5,-5,2.3,Jeanne Mason,cnotli32
wklawx76,7247410,Daniel Bouton,0,-0.7,2.6,3,4,Jeanette Lindley,mmxgfl83
zfxmhl50,5840921,Dorothy Kissee,0,0.5,3,3.5,3.3,Luis Yoxall,flgkpr62
ezpzgl65,5107711,Doris Strapp,1,-3.4,-2.5,-1.5,-3.8,Anne Hernandez,ssujpa10
vpmizf93,2290337,Betty Newman,0,-3.3,0.5,4.8,4.4,Jeanne Mason,cnotli32
ipxdqh78,5701388,Sean Schmidt,0,1.3,4.1,4.2,3.1,Irene Feldman,ekhymj67
ccugrh37,7128331,Gregg Smith,0,1.6,4.5,4.9,1,Irene Feldman,ekhymj67
lzwopl44,9950466,Douglas Thornsberry,0,2.2,4.6,4.5,3.3,Emily Santos-Bacca,esb99
bukowz39,8227243,Nora Davis,0,0.5,0.8,2.2,0.8,Luis Yoxall,flgkpr62
xxwtqz39,0673597,Thomas Miller,0,-1.2,3.8,2.7,3.6,Irene Feldman,ekhymj67
xvlcar28,2734503,Anthony Johnson,0,-1.7,0.8,0.6,4.2,Patricia Jackson,hfyvek38
jjkjrf04,4081073,Inez Strand,1,2.7,3.4,3.9,4.8,Samuel Dalton,wpqorn73
izrbix31,8061927,Donna Lewis,0,0.1,0.9,4.1,2.8,Jeanne Mason,cnotli32
yxufop98,2470257,Julia Patton,0,3,4.8,4.7,3.9,Michelle Cuellar,oqgnwy64
qzccvx94,2323410,Esther Dean,0,-0,1.1,3.1,3.1,Basia Murton,bm8567
dmirvp39,7883182,Paulina Willis,0,2.1,2.4,4.6,3.9,Paul Prince,wndznn45
efezej98,9144626,Judson Havener,0,-0,3.8,4.3,2.3,Anne Hernandez,ssujpa10
azhcdd74,4239221,Sara Williams,1,0.8,2.3,3.3,-3.1,Anne Hernandez,ssujpa10
qoysjn06,6173290,Elizabeth Martin,0,-0.2,2.7,3.1,2.8,Jeanne Mason,cnotli32
hrpjai26,0212453,James Gelinas,0,-0.2,2.9,2.8,-1.6,Jeanette Lindley,mmxgfl83
vhuspz45,8506453,Carolyn Mildenstein,0,-1.8,0.3,-1.2,4.4,Kenyatta Berrios,ysftax93
bvwvzi65,8843974,Kiley Houchens,0,-1.2,-0.3,0.5,-3.2,Samuel Dalton,wpqorn73
lnvpjw62,4455530,Yvonne Wooten,1,-0.7,0.4,2,3.4,Anne Hernandez,ssujpa10
wzbker21,3195348,Jeffery Ching,1,-1.8,0.9,4.3,3.5,Jeanette Lindley,mmxgfl83
sppnxs36,7912573,Derrick Amoroso,0,1.6,2.9,3.5,3.2,Emily Santos-Bacca,esb99
jlfyzu09,2020694,Melissa Hoke,0,-0.3,-0.3,1.1,0.6,Jeanette Lindley,mmxgfl83
byoems70,9844587,Russell Almen,1,1.8,4,2.5,2.1,Michelle Cuellar,oqgnwy64
loidjf55,4038082,Juan Yoder,0,-1.9,2.3,0.1,-0.9,Jeanne Mason,cnotli32
jxtugn02,9061484,Bruce Perkins,1,2.9,3.8,4.5,2.8,Dawn Curtin,sweucq96
lpdxob39,7454963,Ami Rhen,1,-0.5,3.1,3.7,-3.9,Jeanette Lindley,mmxgfl83
yhvlke61,2279734,Alfred Knight,0,-0.8,2.9,4.6,4.3,Michelle Cuellar,oqgnwy64
hmmfkl73,0152138,Alison Justice,1,0.3,2.3,3.4,-0.1,Samuel Dalton,wpqorn73
ufxvzp16,3041735,Gina Broady,0,-3.8,0,-5,-5,Samuel Dalton,wpqorn73
qlkbto32,5427452,Gail Mcnichols,0,2.2,4.7,4.6,3.1,Anne Hernandez,ssujpa10
zjipco24,4788273,Laura Isaacson,0,1.4,3.2,5,4.6,Jeanne Mason,cnotli32
vbhbcz22,0607323,Sylvia Kowis,1,-3,-0.2,2,2.2,Emily Santos-Bacca,esb99
dzxviz29,4840478,Cindy Woodard,0,0.7,3.8,3.6,-3.1,Anne Hernandez,ssujpa10
hwhhlv58,7258375,James Hunt,0,3.1,4.6,4,3.1,Emily Santos-Bacca,esb99
widhik58,9376924,Marquis Mince,0,1.5,1.9,0,-4.3,Marie Roberts,vnxici28
fhbfmm60,6852260,Patty Kemp,0,0.2,2.3,3.6,3.8,Paul Prince,wndznn45
fqoxxm31,2269324,Dennis Murphy,0,-0.6,0.7,2.4,4.6,Kenyatta Berrios,ysftax93
bmfqpr77,4538868,Bud Barnes,0,0.9,3.9,2.2,2.6,Basia Murton,bm8567
oalmgs28,3565495,Ruth Mullins,0,1.7,4.2,-99,2.4,Jeanne Mason,cnotli32
rcccka91,8052007,Gordon Harrell,1,0.1,4,3.5,-0.4,Anne Hernandez,ssujpa10
softkm61,0539365,Dorothy Callahan,0,0.7,0.2,-0.6,-1.1,Kenyatta Berrios,ysftax93
ihfdeu62,2854707,Juan Carpenter,1,2.7,3.6,2.6,-4.9,Basia Murton,bm8567
bsidro77,7711887,David Tusing,0,-2.2,5,3.6,3.4,Jeanne Mason,cnotli32
omlcbl64,4031991,Michelle Schell,0,-1.6,2,5,0.3,Michelle Cuellar,oqgnwy64
ehdzyi86,7799729,Patricia Mcglynn,0,0.8,1.5,2.5,4.6,Samuel Dalton,wpqorn73
wyhjcw81,3260230,Joann Shaw,0,-4.1,-3.1,-1.2,-5,Basia Murton,bm8567
oppemv79,3238500,Martin Zimmerman,0,-99,-99,-99,-99,Emily Santos-Bacca,esb99
drmjdd46,1737500,Cecil Woods,0,-0.9,2.8,3.2,-2.8,Irene Feldman,ekhymj67
fmpeoe00,2879790,Coleman Schneider,0,-0.2,-2.7,3.9,2.9,Dawn Curtin,sweucq96
dajwwe70,6509984,Marlon Hicks,0,-1.6,0,3.3,1.1,Marie Roberts,vnxici28
fifdzo82,6350299,Jeremy Goetz,0,0.3,3.8,2.2,2.9,Anne Hernandez,ssujpa10
fijyud69,2018792,Michelle Rivers,0,-3.2,1.1,0.9,-3,Irene Feldman,ekhymj67
dypako17,4950695,Daniel Williams,0,3.8,3.3,2.6,2,Samuel Dalton,wpqorn73
xlavmz22,6917700,Bonita Bergan,1,1,2.9,3.1,1.3,Marie Roberts,vnxici28
jygcmc40,0068303,Margaret Ritter,1,-0.3,2.7,2.3,2.9,Dawn Curtin,sweucq96
uekidw54,6713521,Gary Hall,0,-0.6,2.4,3,2.1,Marie Roberts,vnxici28
kgkphi40,2545669,Vito Mcclure,1,1,3.7,4,-0.6,Michelle Cuellar,oqgnwy64
oetmmq74,7637790,Jose Burnham,0,0.1,-1.8,-1.4,3.2,Irene Feldman,ekhymj67
ypjlnm79,5610859,Linda Merino,1,1.4,2.8,4.8,4,Jeanne Mason,cnotli32
khcege01,7982856,Kenneth Johnson,0,-3.5,0.5,4.6,-3.9,Fred Johnson,fj123
qeftat90,2070193,Andrew Jessup,0,0.2,3.6,5,3.6,Basia Murton,bm8567
xzdpnb28,6830898,Manda Williams,1,-0.6,1.6,-0.2,-0.3,Kenyatta Berrios,ysftax93
xzyggn71,6967979,Stephen Whipple,0,-3.5,-4.3,-1.7,1.2,Irene Feldman,ekhymj67
rvxaat14,9780164,Jacqueline Bryant,1,1.1,3.6,3.1,3.7,Marie Roberts,vnxici28
hsfoqt61,0319671,Robert Alaniz,1,1.6,4.2,0.6,0.2,Paul Prince,wndznn45
kwgtdc53,1995507,Ronald Barnes,1,-1.8,0,0.8,-4.6,Marie Roberts,vnxici28
tibxgd18,8158296,Brenna Haggard,0,2.6,2.9,4.8,4.7,Jeanne Mason,cnotli32
zaxhrq25,4244742,Sherri Schmitke,1,-3.8,-4.6,-3.3,-4.5,Samuel Dalton,wpqorn73
usghsw39,9375946,Victor Eggen,0,0.6,3.1,3.7,-2.7,Basia Murton,bm8567
oyghaf22,6729835,Paul Ford,0,-0.1,1.7,4.1,2.2,Jeanne Mason,cnotli32
xdfcqo88,9109443,Rogelio Sloat,1,0.2,2.8,1.7,-4.9,Dawn Curtin,sweucq96
cfxcvv63,3780392,Linda Zeringue,0,-0.6,3.5,4,-1.9,Samuel Dalton,wpqorn73
yezatf19,0961476,Frederick Mcpherson,0,-0.6,1.9,-0.9,-5,Kenyatta Berrios,ysftax93
rppufs23,1836624,Florence Noonan,0,0.7,4.4,4.4,3.7,Michelle Cuellar,oqgnwy64
qpnkdd90,6195897,Andrea Franklin,0,-0.8,0.8,0.6,2.7,Kenyatta Berrios,ysftax93
kabeos25,6635652,John Vaughan,0,-0.6,1.6,1.4,2.6,Irene Feldman,ekhymj67
xttpxp98,7515090,Latoya Navarro,0,-0.5,0.7,-1.2,3.2,Dawn Curtin,sweucq96
ghgkfp29,2138511,Selma Herrera,1,0.5,-1.4,2.9,4.5,Irene Feldman,ekhymj67
wufpin06,1594261,Mildred Parisi,1,-0.8,3.3,3.9,2.7,Patricia Jackson,hfyvek38
wmnzta34,3365299,Werner Yates,0,-1.4,2.3,4.2,3.3,Samuel Dalton,wpqorn73
omrpfs88,4972963,Dorothy Bush,0,0.7,3.5,4.9,4,Fred Johnson,fj123
kcwxmn35,1736380,Michael Solarzano,1,-2.4,4.6,2.6,-2.8,Irene Feldman,ekhymj67
kwikvd46,3167656,Mary Pigg,0,-1.3,3.8,4.5,3.2,Patricia Jackson,hfyvek38
sbgmrw63,8178698,Penny Ward,0,-0.7,1.2,3.8,2,Samuel Dalton,wpqorn73
ocuers81,3459174,Ryan Wiegand,0,-1,1.7,-99,3.5,Basia Murton,bm8567
ovdmoj34,0385422,Matthew Sutton,0,-1.4,1.5,2,2.3,Jeanne Mason,cnotli32
saqkte74,3251093,Stephen Dancy,1,-2.5,2.9,-2,4,Patricia Jackson,hfyvek38
qdfsje82,9340515,Timothy Carlson,1,-3.4,-2.9,-2.4,2.9,Kenyatta Berrios,ysftax93
xpilql58,9247284,Scott Fredrickson,0,0.9,3.6,3.7,0.1,Marie Roberts,vnxici28
uxoibj59,1975327,Hubert Smith,0,-0.3,1.5,2.9,3.5,Paul Prince,wndznn45
mzwxra09,7190078,Grace Limmel,1,0.2,1.6,2,1.8,Basia Murton,bm8567
qirgzv48,7598267,Jack Komorowski,0,0.8,3.6,3.4,2.2,Michelle Cuellar,oqgnwy64
mmpmpk39,7873642,Lillian Breaux,1,-2.3,2.8,3.9,2,Fred Johnson,fj123
fhortw80,5325866,Cleveland Jones,0,0.2,0.7,3,-0.6,Jeanette Lindley,mmxgfl83
qgcwmh75,9538020,Bonnie Cantu,0,-3,-1.6,-1.4,-1.3,Patricia Jackson,hfyvek38
ydrkfg61,4837196,Sandra Luna,1,-0.3,4,3.5,0.6,Jeanette Lindley,mmxgfl83
gbkrkr88,1076126,Marissa Bair,1,-1.7,0.6,3.4,-3.8,Patricia Jackson,hfyvek38
jedouo24,9220532,Ann Brule,0,0.9,-0.1,1.4,4.6,Kenyatta Berrios,ysftax93
vmtuta55,6275699,Charles Marrero,0,0.7,2,2.1,4.3,Dawn Curtin,sweucq96
evcbsd46,0253608,Richard Wilson,0,-1.6,5,3.9,3.8,Dawn Curtin,sweucq96
gphaum45,2571052,Jessie Czapor,1,1,3,2.8,-3,Anne Hernandez,ssujpa10
tfntbj04,1003840,Jo Epps,0,-2.1,3.2,4.3,2.1,Dawn Curtin,sweucq96
skbuny99,3769173,Clarence Mclemore,1,1.7,3.7,2.6,0.1,Jeanette Lindley,mmxgfl83
fkddiq28,2561398,Edward Lopez,0,1.2,4.6,5,1,Samuel Dalton,wpqorn73
cwmcxu64,0880310,David Thomas,1,-2.1,3.9,3.4,2.8,Michelle Cuellar,oqgnwy64
wvrkiw64,7016088,Delma Gamble,0,-2.2,2.1,3.3,1.8,Irene Feldman,ekhymj67
vxqvyw71,0588874,Charles Lute,0,-0.8,4.4,4.5,2.8,Fred Johnson,fj123
lfbctm15,8756671,Nathaniel Began,0,-0.5,1.9,4.6,2.1,Marie Roberts,vnxici28
moupnl91,8471407,Rachelle Logan,1,-1.8,-0.6,1.6,-4.5,Basia Murton,bm8567
slftyf81,7877043,Teresa Torres,0,1.3,5,2,3.4,Paul Prince,wndznn45
iytgwx80,4826745,James Ridgeway,0,-3.9,-1.8,-3.2,1.1,Fred Johnson,fj123
lmdtta66,5963422,Tonya Wolff,1,0.9,2.4,2.3,-0.9,Jeanne Mason,cnotli32
cwcvrc01,5957469,Sarah White,0,-1.8,3.8,3.4,4.8,Patricia Jackson,hfyvek38
gpsqno97,6725363,Dessie Harris,0,-0.3,0.3,0.9,-4.4,Samuel Dalton,wpqorn73
jnpihz80,0404793,Walter Kozlowski,0,2.3,3.7,4.9,-3.2,Marie Roberts,vnxici28
mfkehx93,7261056,Tina Bevers,0,-2.2,1.1,2.4,-1.2,Jeanne Mason,cnotli32
tyvakq67,6357342,Billie Porter,0,2.4,4.7,3.6,-0.9,Patricia Jackson,hfyvek38
ahumdz46,0573452,Maria Mccoy,0,3.1,1.7,2.7,3,Emily Santos-Bacca,esb99
tvqvdx14,9485968,Gregory Dyer,1,0.7,2,4.8,-5,Jeanne Mason,cnotli32
iaisxb84,5908182,Willie Luck,1,0.8,4.4,4.9,3.7,Luis Yoxall,flgkpr62
hyrbfl31,4253526,Dora Hamilton,0,0.9,4.2,4.8,3.7,Luis Yoxall,flgkpr62
ihtapn90,5427166,Tonya Saraf,0,-1.7,2.8,1.8,3.3,Michelle Cuellar,oqgnwy64
ejiamh74,8850805,Eva Johnson,0,0.1,4,2.8,1.7,Patricia Jackson,hfyvek38
zdvfjr90,0420605,Jeanette Sebald,0,0.4,5,5,3,Fred Johnson,fj123
fyvspn71,6671848,Lorena Barlowe,1,-99,-99,-99,-99,Paul Prince,wndznn45
wxvxro11,9553997,James Armstrong,1,0.8,0.2,1.6,0.8,Jeanne Mason,cnotli32
cvkmkp55,3354788,Amy Evans,0,2.2,2.6,1.5,2.9,Marie Roberts,vnxici28
fjmjqo91,8214068,Benjamin Ritter,0,0.8,3.9,2.2,1.3,Michelle Cuellar,oqgnwy64
nxpzof97,6388649,Sharleen Majors,1,-3.8,5,4.5,3.1,Michelle Cuellar,oqgnwy64
btpdzl60,1253941,Naomi Revard,1,-1.3,2.2,3.2,3.3,Michelle Cuellar,oqgnwy64
vqesis30,7323553,Deloris Ruggiero,1,-0.3,4.1,1.7,2.6,Anne Hernandez,ssujpa10
tloftk45,7254256,Jaime Kaiser,0,0.7,4.1,4,2.9,Anne Hernandez,ssujpa10
ccjxav27,9415295,Carrol Mills,0,0.7,1.4,4,1.1,Emily Santos-Bacca,esb99
sstorb74,3774281,Charles Kelly,0,-1.8,1.3,3.9,4.6,Irene Feldman,ekhymj67
xvzalw89,3121995,Bruce Mackey,0,-2.4,1.8,-1.1,-0.9,Dawn Curtin,sweucq96
pupllq48,3834397,Armando Adamitis,0,2.6,4,4.4,4.4,Samuel Dalton,wpqorn73
afjwbs89,8823635,Ursula Smith,0,3.5,1.4,2.4,0.2,Samuel Dalton,wpqorn73
qjpoyq22,9972197,Mark Porter,0,0,0,0,5,Samuel Dalton,wpqorn73
tgnwta97,5014028,Julie Phelan,1,-1.1,1,1,-0.8,Emily Santos-Bacca,esb99
kunjxe91,7997323,James Monson,0,0.3,1.9,2.8,4.1,Irene Feldman,ekhymj67
rsaysy75,3875947,Anna Carlson,0,-1.5,1.8,2.4,-3.7,Michelle Cuellar,oqgnwy64
hvufzv27,0912583,Walter Duarte,0,-1.5,3.9,4.8,2.5,Irene Feldman,ekhymj67
entffg26,7004515,June Martin,1,-0.8,-1.1,-3.3,-4.7,Irene Feldman,ekhymj67
zrxivb38,2148758,Anthony Lobur,1,-1.6,3.4,3.4,-4.9,Patricia Jackson,hfyvek38
cyryxj15,1003384,Wade Kaminski,0,1.6,4.3,2.7,3.9,Marie Roberts,vnxici28
wehbln47,5496766,Wesley Lighthill,0,-0.8,3.7,4.6,-0.4,Jeanette Lindley,mmxgfl83
chhjkk13,1330402,Wanda Lewis,0,0.7,2.2,0.2,4.7,Paul Prince,wndznn45
lvbjlh13,9862493,Kendra Gutierrez,1,-2.5,1.6,2.2,3.6,Fred Johnson,fj123
uqnjfo26,3430954,Jimmy Trasher,1,-0.6,0,2,0.7,Irene Feldman,ekhymj67
wfdtfa71,1258632,Debra Wilson,0,-3.1,4.3,3.3,3.3,Michelle Cuellar,oqgnwy64
vzjiev19,7306141,Edward Spera,0,0.4,2.5,3.9,1.5,Jeanette Lindley,mmxgfl83
ardsky69,0199498,Angela King,0,-1.1,2.8,4.2,3.1,Marie Roberts,vnxici28
uhyflz53,8674693,Mark Frenz,1,-0.1,3.8,3.6,3.2,Samuel Dalton,wpqorn73
iyksyq71,1608589,Jeanette Kirk,0,-1.6,3.5,3.1,0.3,Patricia Jackson,hfyvek38
ztahkz70,0842753,Jeanne Cummings,1,0.3,3.4,3.6,3.8,Marie Roberts,vnxici28
smawkk77,7633472,Bernice Burnham,0,-1.7,-0.4,0.1,-2,Marie Roberts,vnxici28
yuwfle30,4987842,Ashley Merk,0,-1.4,-0.2,0.6,3.2,Kenyatta Berrios,ysftax93
plysaj72,1810925,Margaret Dowdy,1,1.3,3.2,1.4,-4.7,Marie Roberts,vnxici28
ejxigr35,7007902,Lauri Beaudreault,0,1.6,3.2,3.5,3.3,Paul Prince,wndznn45
odfumv17,6116891,Susie Anderson,0,0.6,4.1,2.5,-4.1,Michelle Cuellar,oqgnwy64
iboibi19,2316622,Michelle Mott,0,2.4,3.9,3.2,3,Kenyatta Berrios,ysftax93
hemtgj01,9714800,Gary Dutton,0,0.9,3.2,4,2,Irene Feldman,ekhymj67
ytokwj63,5420542,Jeff Mozak,0,-1.6,1.1,3.6,3,Fred Johnson,fj123
umgare44,0892443,Micheal Barker,0,-99,-99,-99,4.7,Emily Santos-Bacca,esb99
jhkepv88,8060577,Robert Johnson,0,-0.3,4.2,2.3,-4.5,Samuel Dalton,wpqorn73
cmfafq34,7936345,Bruce Washington,0,0.9,1.9,3.2,3.6,Basia Murton,bm8567
nxsxit44,6674416,Lisa Mccoy,0,0.3,3,4.9,3,Irene Feldman,ekhymj67
hjykcd10,3863432,David Ruggiero,0,0.2,2.9,0.1,-3.8,Patricia Jackson,hfyvek38
dpalfe03,9950150,Tim Rummel,0,-0.8,1,3.3,-4.9,Fred Johnson,fj123
updliu30,7804706,Rebecca Ronning,1,0,1.4,1.4,1.8,Samuel Dalton,wpqorn73
iojmbs30,1529779,William Nutt,0,0.6,3.3,3.5,3.8,Kenyatta Berrios,ysftax93
nsebdo95,0425081,Robert Hull,0,1.5,2.5,3.2,0.9,Emily Santos-Bacca,esb99
cmlqhl40,0697794,Pauline Steiner,1,0.4,3.5,3.5,2.2,Anne Hernandez,ssujpa10
qltwdz97,4180832,Myrtle Mclean,0,-0.8,3.5,1.6,-3.9,Marie Roberts,vnxici28
dgbudh79,9156467,Michael Morris,0,-1.4,0.4,0.6,2.4,Emily Santos-Bacca,esb99
cqzvaq72,2712143,Rufus Barrera,1,2,3.6,4.4,2.1,Patricia Jackson,hfyvek38
qowqkz06,7692377,Darin Godwin,1,-0.4,3.2,1.6,-0.8,Dawn Curtin,sweucq96
nkwbik32,0038583,Maria Trotter,1,0,4.8,3.3,-2.4,Samuel Dalton,wpqorn73
gactxa30,6797907,Rose Bramuchi,0,2.3,3.3,1.1,-2.8,Luis Yoxall,flgkpr62
zyjlvk07,8790392,Caroline Barker,0,0.7,1.3,2.9,-3.8,Marie Roberts,vnxici28
ytvuqt88,8863831,Clarence Brown,0,-1,2.2,2.9,2.2,Kenyatta Berrios,ysftax93
abubvg87,4872258,Beverly Miller,0,1.1,2.3,3.5,-2.7,Michelle Cuellar,oqgnwy64
tbbvey78,2380243,Katrina Colon,0,-1.7,3.1,2.5,2.3,Basia Murton,bm8567
jpwovx52,6728746,Linda Baker,1,-1.6,3.9,3.8,3,Kenyatta Berrios,ysftax93
