uw_netid,student_no,student_name_lowc,premajor,activity,assignments,grades,pred,adviser_name,staff_id
ebzjym42,6433000,Wendy Ellison,0,-4.3,-3.1,-2,3.2,Fred Johnson,fj123
hzmntb95,0566220,Ernest Moody,1,0.4,0.5,3.7,-1.6,Basia Murton,bm8567
tthmul16,3078673,Leroy Gulley,0,-2.1,1.9,2.9,3,Jeanette Lindley,mmxgfl83
obzzhn57,8368374,Joe Duncan,0,1.8,4.9,4.7,3.1,Anne Hernandez,ssujpa10
kzufnf02,2796195,Alice Cole,0,-3.1,1.8,1.3,-1.3,Anne Hernandez,ssujpa10
fqruxy38,5758831,Christopher Wong,0,-2.3,2.4,1.7,3.4,Anne Hernandez,ssujpa10
duykay73,9094673,Diana Andren,1,-0.5,1,1,-5,Paul Prince,wndznn45
xdxaqe02,0232509,Crystal Wascher,0,-0.1,3.1,2.6,-3.5,Irene Feldman,ekhymj67
ggzysw18,5043573,Jennifer Lockhart,0,5,5,1,4,Marie Roberts,vnxici28
ynxaqc07,9810916,Robert Schultz,1,-2.1,0.8,3.8,-4.9,Jeanne Mason,cnotli32
xahwhf23,7494265,Perry Martin,1,2.3,1,-99,2.4,Samuel Dalton,wpqorn73
urwcua51,2313454,Terry Hickman,1,0.1,1.3,0.7,-1,Michelle Cuellar,oqgnwy64
riysig79,7042463,Ronald Jahnke,1,-1.4,2.5,4.9,4.6,Jeanne Mason,cnotli32
ucwvny68,3664226,John Funderburk,0,-4.1,-4.5,-3,-5,Basia Murton,bm8567
elfwxd53,2142422,Bryan Hollingshead,0,-2.5,2.5,4.6,4.8,Jeanne Mason,cnotli32
xgkttd21,3788875,Robert Williams,0,-1.9,3.1,2.1,2.8,Jeanette Lindley,mmxgfl83
kbscou35,2537616,Zora Vega,0,-0.8,2.1,2.5,1.5,Irene Feldman,ekhymj67
vfgyxa12,0728422,Carole Wheeler,0,0.2,1.2,0,-0.7,Patricia Jackson,hfyvek38
jmplxv50,2726718,Cheryl George,0,1.6,3.7,4,-1,Fred Johnson,fj123
gebpqp41,6182413,Robert Lamey,1,-2.5,1.7,4.8,4.9,Paul Prince,wndznn45
vzifaf61,6306361,Lucas Sugar,1,-2.6,3.8,3.5,3.2,Jeanne Mason,cnotli32
tgxegs71,2158329,Randall Franklin,0,-0.7,2.9,2.9,-4.6,Dawn Curtin,sweucq96
ykghmy34,3432702,Terry Sandoval,0,-1.4,0.8,3.8,4.1,Kenyatta Berrios,ysftax93
kbcdcx83,4689966,Angelina Endicott,0,0.2,2,3.4,0.7,Dawn Curtin,sweucq96
zpqjnc13,0439867,Donald Blas,1,-2.3,4.3,4.1,-2.7,Kenyatta Berrios,ysftax93
swhyql59,2232408,David Meador,0,-4.3,-3.9,-3.9,-2.9,Marie Roberts,vnxici28
xueats26,9580525,Isidro Kelly,0,-0.3,2.1,4,2.7,Patricia Jackson,hfyvek38
wtcmlo82,3077437,Thomas Walton,0,-2.8,-1.2,4.4,3.6,Kenyatta Berrios,ysftax93
qpghmv13,9654235,Janet Riojas,0,-0.6,3,4.5,3.1,Kenyatta Berrios,ysftax93
jpsgsa43,2295412,Bruce Lopez,0,0.6,0.2,1,4.1,Kenyatta Berrios,ysftax93
abdnkl64,5783588,Bertha Russo,0,0.6,2.9,3.1,0.4,Paul Prince,wndznn45
kxoopv33,3849003,Brenda Miller,0,-2,1.7,2.8,2.3,Patricia Jackson,hfyvek38
snhmfp91,3405059,Gloria Abreu,1,-0.7,2.5,2.9,-3.3,Emily Santos-Bacca,esb99
unwyme28,5918527,Charles Centeno,1,-0,4.6,3.5,1,Irene Feldman,ekhymj67
wfbuzr08,8833827,Delma Gonzalez,1,0.4,1.5,2.9,1.6,Patricia Jackson,hfyvek38
akijyw95,3159029,Andrew Spillane,0,-1.8,1.5,1.7,0.4,Basia Murton,bm8567
frgbqb83,6408507,Joseph Madson,0,1.7,3.1,3.2,1.9,Basia Murton,bm8567
ohvdgv93,7334792,Robert Tedrow,0,0.3,2.2,3.5,3.1,Paul Prince,wndznn45
nrzrla13,2384634,Kimberly Campbell,0,-3.7,-2.8,-2.6,-4.3,Jeanette Lindley,mmxgfl83
cqdqef58,4326058,Ann Avila,1,3,5,4.6,3.7,Anne Hernandez,ssujpa10
bcuvvj96,5488919,George Reither,0,-1.8,0,4.7,4.8,Dawn Curtin,sweucq96
qfudgl55,3679342,Emma Dotson,1,1.4,3.4,4.6,3.3,Kenyatta Berrios,ysftax93
edkadn88,1487517,Jimmy Watson,0,-0.8,3.3,2.3,4.7,Emily Santos-Bacca,esb99
pcnztd49,3341203,Miranda Gansen,1,-1,-1.6,3.9,2.1,Paul Prince,wndznn45
qjtlex33,3172044,Nicole Mcalpin,1,-1.3,3.4,3.8,0.4,Fred Johnson,fj123
vmfzzf70,0877116,Rita Oneil,0,-0.6,0,-0.1,1.7,Fred Johnson,fj123
jjguhs84,6318767,Isaac Quiroz,1,-3.4,-0.8,-0.6,-4.5,Patricia Jackson,hfyvek38
mbijhe56,4830487,Madeline Chavez,0,-2.3,-0.8,2.6,1.2,Basia Murton,bm8567
tohpdu38,9641329,Charles Baldwin,0,-1.2,-0.1,3.2,0.1,Jeanne Mason,cnotli32
zsydzt70,2738222,Lisa Hitchcock,1,-3.4,-1.9,-2,-2.1,Jeanne Mason,cnotli32
mfoshx71,8436414,Deborah Ross,0,-0.9,3.3,2.4,1.8,Patricia Jackson,hfyvek38
pruulx10,4107638,Carole Sandoval,1,3.7,2.7,3.3,3.6,Luis Yoxall,flgkpr62
ivlcfd34,1959010,Celestina Mitchell,1,1.3,-0.6,4.7,0.8,Anne Hernandez,ssujpa10
rgpyqq99,6475618,Damian Cornelison,1,-2.3,3.8,3.8,4,Basia Murton,bm8567
lagurl86,7872885,Adrian Steele,0,-1.1,-1.3,1.4,2.1,Irene Feldman,ekhymj67
uvrxsw25,5669549,Robert Lowe,0,-1,2.7,3.7,3.5,Patricia Jackson,hfyvek38
vnowvt75,7676641,Perry Hewitt,0,-0,3.2,3.3,4.2,Jeanne Mason,cnotli32
bfaxle60,3645253,Erin Reiland,0,-1.6,2.2,2.2,2.7,Samuel Dalton,wpqorn73
mizupc21,8070498,Pamela Schrandt,0,-0.1,0.8,2.9,1.8,Michelle Cuellar,oqgnwy64
rdkurc55,6460750,Enrique Duncan,0,-1.2,1.8,3.3,2.6,Irene Feldman,ekhymj67
yzeciy15,7128073,Matthew Morales,0,-2,1,3,3.5,Jeanne Mason,cnotli32
npitre56,8309474,Stanley Alejandre,0,-0.1,3.8,3.6,-3.5,Paul Prince,wndznn45
spgwbo62,3277454,Allan Gomez,1,-1.4,1.8,2.8,1.6,Basia Murton,bm8567
oaigwd58,2149654,Gregg Frye,1,0.5,2.1,4.1,4.3,Emily Santos-Bacca,esb99
dnfaoo07,2001341,Valentine Leskovec,0,-2.1,2.1,1.7,2.5,Patricia Jackson,hfyvek38
sdfdvy25,8752326,James Butt,0,1.1,4.6,3.9,4.4,Patricia Jackson,hfyvek38
otsfue10,1222057,Odell Zadow,1,-0.6,4.2,0.4,2.1,Irene Feldman,ekhymj67
vuwsnr40,6179719,James Coleman,0,1.9,2.8,3,2.5,Paul Prince,wndznn45
hekweq27,0540760,Mary Wallace,1,-3,2.2,2.5,4.3,Dawn Curtin,sweucq96
qmkcvf05,7454660,Mollie Thomas,1,-2.6,4.8,3.5,1.8,Kenyatta Berrios,ysftax93
xmjqaw70,4036409,Edward Blakely,1,-1.1,2.6,4.7,1.5,Kenyatta Berrios,ysftax93
ucjcrn47,3903521,Gary Carmack,0,-1,-0.8,0.7,2.7,Luis Yoxall,flgkpr62
bgnrfi18,1656474,Marie Phillips,0,-99,-99,-99,-99,Jeanette Lindley,mmxgfl83
zzrxdf73,1290735,Cole Wang,0,-1.1,1.3,2.2,1.4,Kenyatta Berrios,ysftax93
wwwywa07,4869297,Steve Herzig,0,-2.3,-2.2,1.4,2.9,Kenyatta Berrios,ysftax93
tqyobc30,3102375,Barbara Baker,1,-0.9,-0.6,0.5,1.4,Marie Roberts,vnxici28
fjente37,3321635,Jessica Cline,0,-1.5,1.5,2.2,2.8,Irene Feldman,ekhymj67
rggdhv21,3907216,John Windly,0,-4,0.3,1.6,-2.1,Samuel Dalton,wpqorn73
uamxde50,2763252,Artie Ahmed,0,-0.1,2.5,3.4,3,Jeanette Lindley,mmxgfl83
usqazb03,8523812,Joseph Laroche,0,0.7,3.3,5,3.7,Dawn Curtin,sweucq96
axrzbg73,2058486,Joyce Shin,0,-0.7,2.4,-1.7,-4.9,Patricia Jackson,hfyvek38
lvqhrj60,9676215,Joshua Rudge,0,0,0,-99,1.9,Anne Hernandez,ssujpa10
tazlst69,2678850,Ronald Boese,0,0.3,4,2.6,1.9,Jeanne Mason,cnotli32
qvlisk26,7504005,Fairy Manion,0,-1,3,4,3.7,Jeanette Lindley,mmxgfl83
kfcsfl64,1213123,Judith Wood,0,-2,1.9,2.8,2,Irene Feldman,ekhymj67
xkwtxy71,2347408,Patricia Catania,0,-1.5,2.4,4.5,-4.6,Michelle Cuellar,oqgnwy64
bfduwi80,9157217,Betty Romo,0,0.7,2.4,3.4,2.9,Irene Feldman,ekhymj67
qgdbsi39,1377481,Sean Simpson,1,-0.2,4.1,4.1,2.1,Patricia Jackson,hfyvek38
tssjpt72,1667556,Harry Emmons,0,-1.9,1.1,1,-0.6,Fred Johnson,fj123
qjtbea11,4417977,Sidney Kaiser,0,-1.5,-4.9,-4.2,-2.8,Kenyatta Berrios,ysftax93
bnrtxc38,3828313,Roxy Prucha,0,1.4,1.6,2.1,4.3,Fred Johnson,fj123
evvqgf35,6504102,Thomas Orr,1,-0.4,3.9,2.5,-0.7,Marie Roberts,vnxici28
iznbjo88,8317312,Sharon Mccoy,0,0.8,2.2,3.5,-1.1,Michelle Cuellar,oqgnwy64
ztcwzz52,8831076,Marquita Judkins,0,-1.2,2.5,4.4,3.5,Kenyatta Berrios,ysftax93
ibwfah80,2809268,Arthur Devito,0,3.1,5,4.6,2.9,Marie Roberts,vnxici28
eqjlcm28,9929103,James Woodby,1,-0,4.7,2.6,-3.9,Paul Prince,wndznn45
myivdh96,3777221,Shelly Schanz,0,0.2,3.5,2.6,4.1,Emily Santos-Bacca,esb99
htnbvw38,5877320,Deborah Lindsey,0,-2.1,2,3.7,3,Jeanette Lindley,mmxgfl83
lfmvwi04,6776015,Katherine Chapman,0,0.4,3.8,5,3.4,Marie Roberts,vnxici28
fcjhsa60,3387332,Leola Teel,0,-0.9,4.1,4.2,4.3,Marie Roberts,vnxici28
qjillq49,5483744,Pauline Barragan,0,-4,-3.9,-3.1,-3.4,Michelle Cuellar,oqgnwy64
chdcqv89,6488890,Dorothy Williams,0,0.1,4,4.3,-0,Basia Murton,bm8567
tavcnx30,2975273,Debra Riso,1,-1.2,4.3,3,2.4,Basia Murton,bm8567
pvkmja39,9864265,Manuela Lilly,0,-0.4,2.8,4.7,1,Luis Yoxall,flgkpr62
pacydx40,3054583,Sara Vega,1,-1.7,3,2.1,-4.9,Emily Santos-Bacca,esb99
uomckj66,2554124,Jerry Robertson,1,-99,-99,-99,-4.8,Anne Hernandez,ssujpa10
kozgmh42,9086573,Kelsey Boothe,0,-99,-99,-99,-99,Fred Johnson,fj123
ydyorx55,6158944,Jesse Huerta,0,-4.9,-4,-5,-3.6,Michelle Cuellar,oqgnwy64
qtdsew89,5271927,Mary Wilt,0,-2.9,-3.1,-1.8,-4.8,Jeanette Lindley,mmxgfl83
yjqzfm96,0730530,Ronald Rodrigue,1,2.3,3.5,2.9,-1.8,Fred Johnson,fj123
gtcxda16,3185104,Valorie Baadsgaard,0,-0.3,2.3,4,3.7,Basia Murton,bm8567
tlykti99,7324780,Emma Butler,0,0.8,-0.5,4.2,3.3,Paul Prince,wndznn45
agxibw91,0475462,Warren Capdeville,0,1.3,3.8,4.7,1.2,Patricia Jackson,hfyvek38
tyovul87,5382521,Kenneth Gang,1,0.2,3,3.9,3.3,Dawn Curtin,sweucq96
owzboj13,2851595,Colleen Lucas,1,-1,-0.7,-1.5,1.7,Basia Murton,bm8567
mdsbut53,1198175,Fredrick Wells,0,0.5,4.9,4.8,3.9,Paul Prince,wndznn45
tfnhjo51,0653350,Minnie Johns,0,0.3,2.3,2,-4.7,Jeanne Mason,cnotli32
dmfprj02,7690880,Linda Davis,0,-99,-99,-99,-99,Anne Hernandez,ssujpa10
pckxoh58,3130974,Laura Duncan,1,0.3,3.2,4.4,2.6,Luis Yoxall,flgkpr62
xrmobp37,4823386,Michael Suttles,0,-0.2,2.2,2.3,2.6,Basia Murton,bm8567
jyrwer91,1264559,Jennifer Tracy,0,-2.6,3.1,4.7,1.9,Samuel Dalton,wpqorn73
dntnxz30,9508625,Tonya Pedroza,0,-0.7,0,3.4,3.7,Paul Prince,wndznn45
iyngyf92,7385422,Maria Firth,1,-0.3,1,0,3.2,Jeanette Lindley,mmxgfl83
upsnre33,2384056,Sidney Ham,0,-0.3,0.1,1.1,2.1,Marie Roberts,vnxici28
hgumvq92,0400199,Sharron Baker,0,2.2,2.5,4.6,1.6,Paul Prince,wndznn45
zklfic13,0950246,Eric Bramblett,0,-1.8,2.9,4.1,4,Emily Santos-Bacca,esb99
scobuu75,8095478,Cheryl David,0,-0.4,3,2.7,1.9,Luis Yoxall,flgkpr62
qprnzd85,1231916,Mark Puentes,0,-1.1,1.9,3.5,2.6,Jeanne Mason,cnotli32
aptpzt00,2551205,Melinda Dowell,0,-0.3,4.1,4.3,-2.5,Patricia Jackson,hfyvek38
saxjcg61,5190702,George Galarza,0,-1.1,3.1,4.6,0.3,Dawn Curtin,sweucq96
fpfnig76,8563660,Robert Smelser,1,1.4,4.1,4.2,3,Anne Hernandez,ssujpa10
iunfme99,6297457,Karl Johnson,0,-0.6,3.4,4.6,3.4,Irene Feldman,ekhymj67
whwzyn81,8813360,Emma Mcvea,0,-0.5,2.5,4.6,4.9,Anne Hernandez,ssujpa10
egpuwt83,5401267,Vanessa Selley,0,0.6,-1.1,3,3.4,Luis Yoxall,flgkpr62
rctbjs61,1813904,Melba Mickle,0,1,2.7,3.9,0.5,Patricia Jackson,hfyvek38
whbvap45,9479446,Deann Friesen,0,-2.5,-3.3,-3.3,-4.8,Michelle Cuellar,oqgnwy64
dorgcg43,6775499,Eric Gartner,0,-1.6,-0.1,4.1,3.7,Luis Yoxall,flgkpr62
pqgxop82,5881961,Mark Adams,0,-1.2,2.7,3.7,4.2,Basia Murton,bm8567
maiebl25,1034934,Mary Burris,0,-0.6,3.6,1.4,3,Jeanne Mason,cnotli32
hwkfzs72,9812456,Simon Higgins,0,-1.1,1,2.3,2.2,Patricia Jackson,hfyvek38
nsnmqf36,2198683,Nelson Hampton,1,-2.9,-2.4,-0.3,0.4,Paul Prince,wndznn45
hiaaqn80,0126986,Clayton Lavoie,0,0,3.5,4.6,-2.9,Patricia Jackson,hfyvek38
atwnaa82,1563270,Geneva Mackenzie,0,1.4,2.8,4.5,2.9,Dawn Curtin,sweucq96
zokncj98,8817776,Patricia Wulf,1,-0.7,3.6,2.8,2.5,Dawn Curtin,sweucq96
tvcgjb00,5698699,Marcela Simpson,1,0.8,4.2,4.5,1.1,Marie Roberts,vnxici28
xhlvsa06,2743396,Lois Sawicki,0,1.5,3.4,2.9,-0.6,Jeanette Lindley,mmxgfl83
hlqjhq01,8612801,Felica Jackson,1,0.2,1.6,4,3.4,Anne Hernandez,ssujpa10
qrtpqg06,3086152,Miguel Enge,1,0.3,3.7,2.8,-4.9,Fred Johnson,fj123
vfwpnm69,7926278,Joyce Blasengame,0,-2.5,0.8,4.5,3.1,Jeanette Lindley,mmxgfl83
jppzxo44,7845191,Rachel Weaver,0,-0.2,2.2,3.5,0.2,Marie Roberts,vnxici28
qaofhg71,7831945,Michael Faulkner,1,2.7,2.2,4.4,2.1,Patricia Jackson,hfyvek38
nbhpdg15,1026473,Patrick Maasch,0,1.1,3.2,3.9,0.8,Kenyatta Berrios,ysftax93
zwemwx98,5944751,Julie Davis,1,-0.6,4.7,4.6,1.7,Patricia Jackson,hfyvek38
ochhdj17,5885189,Jacob Moreno,0,0.8,4,3.8,4,Basia Murton,bm8567
rndmld61,9980980,William Holm,0,-5,-1.9,-5,4.4,Jeanette Lindley,mmxgfl83
qgxxzy03,3907279,Dominick Rios,0,1.1,-0.2,3.2,4.3,Paul Prince,wndznn45
bgyive03,3685424,Erica Moore,1,-0.6,4.2,4.7,-1.5,Basia Murton,bm8567
yeldrf36,3453836,Alix Wade,0,-1.5,4.4,4.5,1.6,Jeanette Lindley,mmxgfl83
ibmsxn65,2165425,Jonathan Flores,1,-1.3,1.8,3.2,-4.1,Kenyatta Berrios,ysftax93
uuiwfc29,4590204,Sean Smith,0,0.8,4.8,3.8,3.6,Dawn Curtin,sweucq96
lnzhai83,9342586,Jerry Rohrs,1,-1.9,2.5,4.5,1.5,Paul Prince,wndznn45
hipckn78,9956024,Robert Lipps,0,0.7,1.7,3.7,4,Paul Prince,wndznn45
ylrpoq94,9687178,Vera Bring,1,-99,-99,-99,-99,Michelle Cuellar,oqgnwy64
fxuzsj48,6825949,Gretchen Martinez,0,1.4,3.2,4.2,3.1,Jeanne Mason,cnotli32
hleyex24,8042176,Edna Brown,0,2.1,3.1,3.8,1,Anne Hernandez,ssujpa10
xfkiws57,4774881,Randy Palmer,1,-0.5,1.1,3.8,3.5,Marie Roberts,vnxici28
rcmlym67,6458545,Eric Bednarz,0,-0.4,2.5,2.5,-4.9,Anne Hernandez,ssujpa10
qivvdn99,1835003,Alexander Patterson,0,1.6,2.8,1.5,4.4,Paul Prince,wndznn45
tadque90,2566699,Patricia Madlung,0,0.8,0.2,1.4,0.1,Michelle Cuellar,oqgnwy64
ulzkhq80,6152400,Marcel Reed,1,-0.2,-1.4,-1.2,4.6,Michelle Cuellar,oqgnwy64
sjkwgo17,2133808,Linda Handy,0,-5,0,-99,4.7,Dawn Curtin,sweucq96
dyxrte16,9341819,Brian Woodard,0,-0.4,1.4,2.3,3.4,Irene Feldman,ekhymj67
heijjq15,4868696,Sharonda Hicks,0,-0.6,-0.9,4.4,3.9,Kenyatta Berrios,ysftax93
oswfyx31,2007110,Marshall Ebbs,0,-3.4,2,3.1,2.7,Luis Yoxall,flgkpr62
nwnsbn42,5275847,Ralph Laumbach,0,-2,-0.8,0.9,-1,Kenyatta Berrios,ysftax93
dhkufj17,7881629,Sandra Fehr,0,-3,2.3,2.7,3.2,Jeanette Lindley,mmxgfl83
udalje42,1166950,Teresa Galvan,0,-0.6,3.6,3.8,2.3,Fred Johnson,fj123
uaudlk32,3689057,Lilia Conner,0,-0.4,0.5,5,2.7,Emily Santos-Bacca,esb99
tmysxz00,3146300,Heather Dennis,1,-0.2,4,1.6,1.7,Samuel Dalton,wpqorn73
zbicsw23,4057698,William Cobb,0,-0.4,0.9,2.3,3.4,Jeanette Lindley,mmxgfl83
sfqemq12,9358027,Michael Ruthstrom,0,-0.2,1.6,1.2,0.2,Luis Yoxall,flgkpr62
tkgczo24,7580646,Richard Burns,0,2.3,4.1,4.4,2.4,Fred Johnson,fj123
ckthyg05,8658032,Robert Alcantar,1,-2.2,1.4,1.6,0.3,Jeanne Mason,cnotli32
gyocls40,3013787,Kathryn Yale,0,-5,-5,-5,-99,Anne Hernandez,ssujpa10
curaio66,7187702,Megan Brown,1,-0.3,1.7,3.6,3.9,Fred Johnson,fj123
ijhxfg93,1251390,Paul Moulton,0,0.3,1.8,3.2,3,Paul Prince,wndznn45
apkmpe61,7844462,Roger Danek,0,1.6,2.7,3.8,4.5,Paul Prince,wndznn45
qgxemj90,1994401,Harmony Hale,0,0,5,-99,5,Basia Murton,bm8567
ewzhkb39,6374289,Brandon Furbush,0,-1.3,2.6,2.7,4.3,Jeanette Lindley,mmxgfl83
ycwhsl47,8856381,Julissa Peterson,0,2.4,2.8,4.7,0.5,Emily Santos-Bacca,esb99
gruwji77,1515444,Elizabeth Lizotte,0,-1.2,2,3.3,0.5,Luis Yoxall,flgkpr62
hhagba96,9089979,Rosemarie Trogdon,1,0.1,4.1,3.1,4.1,Jeanette Lindley,mmxgfl83
vmttfb35,7685249,Melinda Hayslip,0,-2.4,1.9,4.8,2.1,Luis Yoxall,flgkpr62
nmlbsg89,2506444,Mark Brazell,0,-1.3,2.7,1.8,4,Michelle Cuellar,oqgnwy64
czlajw40,4191453,Joshua Ganong,1,1.9,5,3.8,3.8,Patricia Jackson,hfyvek38
yamzrl11,6891000,Daryl Warren,1,-4.5,-1,-5,-0.5,Fred Johnson,fj123
cplvns42,5621871,Janice Moore,0,-0.2,3.8,3.9,3.6,Anne Hernandez,ssujpa10
mxskog54,1725005,Roger Mosley,1,-0.4,4.5,4.6,4.1,Dawn Curtin,sweucq96
ktjtxt26,6397089,Margaret Parks,0,-1.3,5,3.9,4.4,Emily Santos-Bacca,esb99
dzpfxc32,4692418,Angela Groce,0,0.9,4.2,3.4,3,Anne Hernandez,ssujpa10
jldwaj01,9580231,Philip Eatman,0,2.2,5,4.9,3.7,Samuel Dalton,wpqorn73
ksmxsa69,2208611,Reuben Richardson,1,-1.3,2.2,2.4,-2.1,Anne Hernandez,ssujpa10
jwhncm58,7673163,Daniel Appel,0,-0.9,2.2,1.9,3.6,Kenyatta Berrios,ysftax93
ttqkju89,5230257,Marie Singer,0,1.1,2.5,1.9,1.5,Jeanne Mason,cnotli32
zbxdxp40,0783653,Joseph Shockley,0,0.6,4.3,1.5,3.8,Dawn Curtin,sweucq96
larlzy41,0155255,Danielle Cissell,0,-2.5,-2.5,-5,-1,Kenyatta Berrios,ysftax93
wvoaxe27,0438238,Harold Chacon,0,1.4,4.6,4.1,2.2,Irene Feldman,ekhymj67
gkuzya62,7070202,Sharon Fryar,1,-5,-5,-5,2.3,Basia Murton,bm8567
psyfbu60,9795200,Charlotte Tanaka,0,-0.7,2.6,3,4,Jeanne Mason,cnotli32
yplcpe93,4050567,Daniel Walker,0,0.5,3,3.5,3.3,Irene Feldman,ekhymj67
uzedkq18,7081424,Mary Smith,1,-3.4,-2.5,-1.5,-3.8,Jeanne Mason,cnotli32
bmwhrl44,4577776,Walter Rodriguez,0,-3.3,0.5,4.8,4.4,Michelle Cuellar,oqgnwy64
nrdmrz30,8252080,Dale Hernandez,0,1.3,4.1,4.2,3.1,Patricia Jackson,hfyvek38
rqwotx90,3546655,Linda Villegas,0,1.6,4.5,4.9,1,Irene Feldman,ekhymj67
gyttse07,5849666,Tracy Sellers,0,2.2,4.6,4.5,3.3,Dawn Curtin,sweucq96
znderu54,6909151,Darnell Smith,0,0.5,0.8,2.2,0.8,Fred Johnson,fj123
ysabbu74,5695017,Justin Lefebvre,0,-1.2,3.8,2.7,3.6,Fred Johnson,fj123
siaqun18,4453039,Dan Bell,0,-1.7,0.8,0.6,4.2,Emily Santos-Bacca,esb99
agonmx72,1836098,Lakeshia Severance,1,2.7,3.4,3.9,4.8,Patricia Jackson,hfyvek38
ajanmm56,6671482,Robert Rondon,0,0.1,0.9,4.1,2.8,Jeanette Lindley,mmxgfl83
keicom62,3118769,Homer Mojica,0,3,4.8,4.7,3.9,Samuel Dalton,wpqorn73
afkkby71,6168401,Anthony Flores,0,-0,1.1,3.1,3.1,Luis Yoxall,flgkpr62
gaeudq11,7097984,Francisco Copeland,0,2.1,2.4,4.6,3.9,Jeanette Lindley,mmxgfl83
rhrswy03,8251714,Martin Browne,0,-0,3.8,4.3,2.3,Kenyatta Berrios,ysftax93
oudksf39,9664193,Pamela Strong,1,0.8,2.3,3.3,-3.1,Basia Murton,bm8567
fxcxax50,5575577,Daniel Parrish,0,-0.2,2.7,3.1,2.8,Fred Johnson,fj123
dguhes09,7433727,Johnny Marroquin,0,-0.2,2.9,2.8,-1.6,Basia Murton,bm8567
skzztl29,9623360,Kenneth Jeffries,0,-1.8,0.3,-1.2,4.4,Paul Prince,wndznn45
encixm28,4217225,Maria Mcgirt,0,-1.2,-0.3,0.5,-3.2,Emily Santos-Bacca,esb99
ltflsd41,8897079,Rodney Mcdonald,1,-0.7,0.4,2,3.4,Kenyatta Berrios,ysftax93
zlcazb79,4408580,Lois Naccarato,1,-1.8,0.9,4.3,3.5,Kenyatta Berrios,ysftax93
fevofo44,2167399,Lyle Parsley,0,1.6,2.9,3.5,3.2,Marie Roberts,vnxici28
alhnpa92,8362270,Deborah Easter,0,-0.3,-0.3,1.1,0.6,Patricia Jackson,hfyvek38
cyqdou11,6176463,Theresa Treaster,1,1.8,4,2.5,2.1,Jeanette Lindley,mmxgfl83
vdamno86,9082497,Jack Ash,0,-1.9,2.3,0.1,-0.9,Marie Roberts,vnxici28
blvase71,4344220,Sylvia Bailey,1,2.9,3.8,4.5,2.8,Anne Hernandez,ssujpa10
teazpk31,3112073,Daniel Benberry,1,-0.5,3.1,3.7,-3.9,Marie Roberts,vnxici28
oszwpv92,5996104,Tim Mckenzie,0,-0.8,2.9,4.6,4.3,Anne Hernandez,ssujpa10
omvqfs32,2061344,Ana Knows,1,0.3,2.3,3.4,-0.1,Fred Johnson,fj123
nimmio43,1718147,Frances Tarrant,0,-3.8,0,-5,-5,Paul Prince,wndznn45
ushnjc79,0687877,Frank Estrada,0,2.2,4.7,4.6,3.1,Samuel Dalton,wpqorn73
haqzsb57,9623125,Diane Majors,0,1.4,3.2,5,4.6,Basia Murton,bm8567
vukgcg22,6918664,Brian Young,1,-3,-0.2,2,2.2,Patricia Jackson,hfyvek38
pmqrlc04,0931385,Christopher Hudspeth,0,0.7,3.8,3.6,-3.1,Jeanne Mason,cnotli32
sbskgp53,8988753,Barbara Castro,0,3.1,4.6,4,3.1,Emily Santos-Bacca,esb99
mvlamm29,4886622,Charles Roberts,0,1.5,1.9,0,-4.3,Patricia Jackson,hfyvek38
arkman34,3621466,Erika Manuel,0,0.2,2.3,3.6,3.8,Irene Feldman,ekhymj67
lxwrao80,4401426,William Miller,0,-0.6,0.7,2.4,4.6,Dawn Curtin,sweucq96
iastaj21,8721032,Gary Parman,0,0.9,3.9,2.2,2.6,Jeanne Mason,cnotli32
rskrne86,5656983,Melissa Paradiso,0,1.7,4.2,-99,2.4,Emily Santos-Bacca,esb99
jrzyhn67,5854656,Dollie Walls,1,0.1,4,3.5,-0.4,Anne Hernandez,ssujpa10
voykvd55,5469687,Emily Lovingood,0,0.7,0.2,-0.6,-1.1,Paul Prince,wndznn45
isdntn76,0815734,Carolyn Sanchez,1,2.7,3.6,2.6,-4.9,Marie Roberts,vnxici28
udcvaw77,4732699,Robin Hester,0,-2.2,5,3.6,3.4,Paul Prince,wndznn45
pazwkw16,3204661,Teressa Thompson,0,-1.6,2,5,0.3,Jeanette Lindley,mmxgfl83
gkqamj37,2546273,Christopher Goode,0,0.8,1.5,2.5,4.6,Irene Feldman,ekhymj67
cxjxew25,8879930,Horace Johnson,0,-4.1,-3.1,-1.2,-5,Anne Hernandez,ssujpa10
niwemz41,1101222,Ann Kirk,0,-99,-99,-99,-99,Jeanne Mason,cnotli32
cdciyq24,1986497,Irene Hutt,0,-0.9,2.8,3.2,-2.8,Samuel Dalton,wpqorn73
evtiyy15,5085988,Ingeborg Sturgill,0,-0.2,-2.7,3.9,2.9,Kenyatta Berrios,ysftax93
hjsxyk59,8089041,William Buggie,0,-1.6,0,3.3,1.1,Luis Yoxall,flgkpr62
scsizn55,1505224,Lena Toole,0,0.3,3.8,2.2,2.9,Jeanette Lindley,mmxgfl83
wszwzp67,2941317,Scott Steele,0,-3.2,1.1,0.9,-3,Basia Murton,bm8567
zogvmm33,5935195,Martha Akers,0,3.8,3.3,2.6,2,Marie Roberts,vnxici28
tntqss66,1312914,Brandon Brown,1,1,2.9,3.1,1.3,Jeanette Lindley,mmxgfl83
